WKT,id,sname
POINT (14.3303000052993 50.2340000095903),22457,
POINT (12.8344000078863 50.2065999900836),22458,
POINT (12.8303999961211 50.207499997094),22459,
POINT (17.5730999966462 50.2073999924367),22460,
POINT (17.5736999896846 50.2076000017513),22461,
POINT (14.6962000125349 50.207999985475),22462,
POINT (14.6915999950586 50.2101999904886),22463,Stara Boleslav
POINT (14.6349000164796 50.2422999948432),22464,Drisy
POINT (14.6137999968272 50.2541000115474),22465,Ovcary
POINT (14.5763000132929 50.2715000108088),22466,
POINT (17.5749000106669 50.208299999447),22467,
POINT (17.6063000070332 50.2213000115047),22468,
POINT (12.8301999868065 50.2085000087617),22469,
POINT (12.8318999918768 50.2118999861434),22470,Doubi u Karlovych Varu
POINT (12.8573000047613 50.2296000147383),22471,Karlovy Vary dolni nadrazne
POINT (12.8658000042525 50.2304999862061),22472,
POINT (15.8084000114421 50.2096999948384),22473,
POINT (12.7054000036946 50.2087999878281),22474,
POINT (12.7129000039383 50.2178999927778),22475,
POINT (12.7429000049131 50.2092000064574),22476,
POINT (12.7346000023164 50.2119999972402),22477,
POINT (12.6120999867006 50.214600013614),22478,
POINT (12.6494999832618 50.2196000021413),22479,
POINT (12.6523000089503 50.2102999878768),22480,
POINT (12.6417000039517 50.2114000042018),22481,
POINT (12.6509000135589 50.2174000043968),22482,
POINT (12.6510999879679 50.2193999928266),22483,
POINT (12.7447999945368 50.2144999941037),22484,Nove Sedlo U Lokte
POINT (12.7455999910386 50.220299999837),22485,
POINT (15.8088999998232 50.2114000042018),22486,
POINT (15.8107999829255 50.2186999925562),22487,Hradec Kralove Hlavni nadrazi
POINT (15.8108999882529 50.2190000091029),22488,
POINT (12.7198000111436 50.2194999974839),22489,
POINT (12.734199983687 50.2133999926316),22490,
POINT (12.7215999902587 50.2170999904248),22491,
POINT (12.721200006535 50.2179999974352),22492,
POINT (12.7284999974641 50.2227000068961),22493,
POINT (13.6482000017514 50.2140999903273),22494,
POINT (13.6068999943766 50.2250000113566),22495,Destnice
POINT (13.7124999945326 50.2167000067011),22496,
POINT (13.7317000160999 50.2320999909122),22497,
POINT (13.5726999837347 50.2536999853681),22498,Sadek u Zatce
POINT (13.5586000174563 50.2418999935577),22499,
POINT (13.6492999831708 50.214299999642),22500,
POINT (13.6661999902808 50.21619997997),22501,Kounov
POINT (13.7032999970322 50.2169999820989),22502,Mutejovice
POINT (13.7107999851692 50.2155999903761),22503,
POINT (15.0505000162717 50.237999993034),22504,Jikev
POINT (15.0865000081958 50.2415000100954),22505,Oskorinek
POINT (15.1437999897175 50.2659000033873),22506,Krinec
POINT (15.1805999887153 50.2725999922282),22507,
POINT (14.9921000148717 50.2386000090931),22508,Straky
POINT (14.9576000074729 50.2573000099411),22509,Vsejany
POINT (14.9490999908045 50.2713000113229),22510,Vlkava
POINT (14.9462999916029 50.3183000094229),22511,Lustenice
POINT (14.9473000146817 50.3357000033887),22512,Voderady
POINT (14.9439999996435 50.3523000041262),22513,
POINT (12.7161999831021 50.2232999999344),22514,
POINT (12.7097999991835 50.2304999862061),22515,
POINT (12.7791000153976 50.2182000067499),22516,
POINT (12.761700007851 50.2243000116022),22517,
POINT (15.8110999975676 50.2196000021413),22518,
POINT (15.8109999929103 50.2199000161133),22519,
POINT (15.8110999975676 50.2198000114559),22520,
POINT (15.811200002225 50.2198000114559),22521,
POINT (17.55659999611 50.2196000021413),22522,
POINT (17.5515000029255 50.2266000140039),22523,
POINT (14.1528000111668 50.2197000067986),22524,
POINT (14.1556000161977 50.217899993616),22525,Podlesin
POINT (15.8113000068823 50.2201999951796),22526,
POINT (15.8340000169281 50.2226000022387),22527,
POINT (12.7458000003532 50.2209999975327),22528,
POINT (12.7829999875998 50.2205000091516),22529,
POINT (15.8113000068823 50.2205000091516),22530,
POINT (15.8182999843062 50.2521000124983),22531,Predmerice nad Labem
POINT (15.8177999954583 50.2553999939964),22532,
POINT (15.8110999975676 50.220600013809),22533,
POINT (15.7918000015281 50.23540000944),22534,Poltiste nad Labem
POINT (15.7652999942047 50.2526000030688),22535,Vsestary
POINT (15.7600999959104 50.2530999915946),22536,
POINT (14.1521999832228 50.2206999835607),22537,
POINT (14.1251000125938 50.2229999859624),22538,
POINT (14.1851999852024 50.2308000007225),22539,Zvoleneves
POINT (14.2444999885491 50.2324000048842),22540,Olovnice
POINT (14.243699986196 50.2327999886079),22541,
POINT (14.2761999988873 50.2319000165032),22542,
POINT (15.9013000098068 50.2208999928753),22543,
POINT (15.857700010986 50.2219000042471),22544,Hradec Kralove-Slezske Predmesti
POINT (15.8405000006758 50.2223999930906),22545,Hradec Kralove zastavka
POINT (15.8347000146238 50.2226000022387),22546,
POINT (12.7494999981464 50.2224999975814),22547,
POINT (12.7461999840769 50.2249000046405),22548,
POINT (14.0785000064255 50.2221000138577),22549,
POINT (14.0742000155939 50.2246999953258),22550,
POINT (14.0809999832363 50.2221999836094),22551,
POINT (14.1014000094934 50.2257000100958),22552,Slany predmesti
POINT (14.1231999939157 50.2234000045918),22553,
POINT (14.404400000726 50.2222999882667),22554,
POINT (14.3553999874986 50.2498000124308),22555,
POINT (12.7595000101066 50.2245999906685),22556,
POINT (12.7614999985364 50.2245999906685),22557,
POINT (12.728000009083 50.2288000117484),22558,
POINT (17.6084000001203 50.2229999859624),22559,
POINT (17.6091000027384 50.223699987238),22560,Liptan
POINT (17.6840999798629 50.2122999995601),22561,Slezske Rudoltice
POINT (17.6988999954622 50.2277000021508),22562,Koberno
POINT (17.6635999980499 50.215999992175),22563,Amalin
POINT (17.6452999831852 50.2319999925337),22564,Divci Hrad
POINT (17.6545999929717 50.2256000218141),22565,Horni Povelice
POINT (17.7140999971804 50.2397999994936),22566,Bohusov
POINT (17.7227000177966 50.2676000139368),22567,Osoblaha
POINT (17.7227000177966 50.2689999990924),22568,
POINT (12.7794999991213 50.2237999883155),22569,
POINT (14.4956999943846 50.2244999860112),22570,
POINT (14.4992000179315 50.2370000100677),22571,Kojetice u Prahy
POINT (14.5120999902634 50.2626999849254),22572,
POINT (12.7459000050106 50.2257000069936),22573,
POINT (12.7550000099604 50.2310000094928),22574,
POINT (14.074399990003 50.2259000163082),22575,
POINT (14.0758999875387 50.22870000374),22576,Slany
POINT (14.0736999923073 50.2361000026774),22577,
POINT (12.7447999886855 50.2266000140039),22578,
POINT (12.7434999979515 50.2308000001781),22579,
POINT (12.69319999399 50.227900004738),22580,
POINT (12.7063000107049 50.2319000165032),22581,
POINT (12.6821000006104 50.2282999884617),22582,
POINT (12.7049999850652 50.2325000095416),22583,
POINT (13.4064000148377 50.2284999977764),22584,
POINT (13.4186999954821 50.2617000141031),22585,Kastice
POINT (13.4204000036574 50.2644999989462),22586,
POINT (17.5518999866492 50.2284999977764),22587,
POINT (17.5397000113129 50.2482000079038),22588,Jindrichov ve Slezsku
POINT (17.53680001641 50.2490000100777),22589,
POINT (14.8849000047042 50.2293000001294),22590,
POINT (14.8831999953408 50.2304000164545),22591,
POINT (12.8330000124949 50.228700007091),22592,
POINT (12.8317000100495 50.2286000042179),22593,Karlovy Vary-Dvory
POINT (12.821500000486 50.2313999932165),22594,
POINT (12.7266999834433 50.2290999908147),22595,
POINT (12.7061000013903 50.2325000095416),22596,
POINT (12.7199999855526 50.2338000002756),22597,
POINT (12.8350000009247 50.2290999908147),22598,
POINT (12.8420000127874 50.2340000095903),22599,
POINT (17.1525999946176 50.2311999839018),22600,
POINT (17.1447000106502 50.242300012187),22601,
POINT (12.7602000078023 50.2299999978251),22602,
POINT (12.8197999911226 50.2317000071885),22603,
POINT (12.7578000007432 50.2304000164545),22604,
POINT (12.7453000119722 50.2316000025312),22605,
POINT (14.5703999828496 50.2309000048355),22606,
POINT (12.7532000125707 50.2312999857876),22607,Chodov
POINT (12.7491999841744 50.2319999862549),22608,
POINT (12.8673000043013 50.2310000094928),22609,
POINT (12.8695000020457 50.2326999839506),22610,
POINT (17.1550000016767 50.2310000094928),22611,
POINT (17.1629000189263 50.2296000041164),22612,Lipova Lazne zastavka
POINT (17.1960999894958 50.2281999823521),22613,Jesenik
POINT (17.2173999971471 50.2536000038043),22614,Ceska Ves
POINT (17.2620999973563 50.279299989914),22615,Pisecna
POINT (17.2775999964499 50.2870000013131),22616,Hradec u Jeseniku
POINT (17.3214000003354 50.3028000011626),22617,Mikulovice
POINT (17.3238000094888 50.3040999932518),22618,
POINT (14.2795000129568 50.2314999978739),22619,
POINT (14.2810000130055 50.2316000025312),22620,
POINT (14.2839000038781 50.231700007031),22621,Kralupy nad Vltavou predmesti
POINT (12.746800012021 50.2318000118459),22622,
POINT (14.2534999871032 50.2458000050116),22623,Olovnice zastavka
POINT (14.2403000055918 50.2660999950742),22624,Velka Bucina
POINT (14.2430999901852 50.281800000214),22625,Velvary
POINT (14.2520999934501 50.2836000158561),22626,
POINT (12.7640999868057 50.2394999818152),22627,Mirova
POINT (12.7752000082897 50.255499997674),22628,Bozicany
POINT (12.7797000084359 50.2711999968368),22629,
POINT (13.7287999857541 50.2323000002269),22630,
POINT (13.7225000033426 50.2321999952061),22631,Domousice
POINT (13.748299986178 50.2500999909277),22632,Solopysky
POINT (13.727000006639 50.2658999943376),22633,
POINT (12.7056000130092 50.2328999932653),22634,
POINT (14.3126999884381 50.2380999911072),22635,
POINT (12.8701999997414 50.2338000002756),22636,
POINT (12.8723999974859 50.2356999840481),22637,
POINT (12.7051999943799 50.2340000095903),22638,
POINT (12.7051999943799 50.2341000142476),22639,
POINT (14.3381999892667 50.234700007286),22640,
POINT (14.3143000190775 50.2378000067362),22641,Kralupy nad Vltavou
POINT (12.7126999946236 50.2463999937039),22642,
POINT (14.5785000110373 50.9679999869001),22643,
POINT (14.5795999824058 50.9693000006611),22644,Rumburk zastavka
POINT (12.6374999828719 50.2368000003731),22645,
POINT (12.8609999901343 50.2342999886567),22646,
POINT (12.8576000063131 50.2349000166007),22647,
POINT (12.8624999901831 50.2342999886567),22648,
POINT (12.8673000033203 50.2355000093325),22649,Karlovy Vary
POINT (12.874800004545 50.2386000143939),22650,
POINT (12.7191000134479 50.234700007286),22651,
POINT (12.7131999830046 50.2458000006656),22652,
POINT (12.8426000058257 50.234700007286),22653,
POINT (12.835099990894 50.2456999999252),22654,Stara Role
POINT (14.3390999962771 50.2354000049817),22655,
POINT (14.3385000032387 50.2379999864499),22656,
POINT (12.8564999899881 50.2356000142964),22657,
POINT (12.8521999991565 50.2447999889979),22658,
POINT (12.8736999882199 50.2364000166494),22659,
POINT (12.8741000068493 50.2364999864011),22660,
POINT (12.8745999952303 50.2364999864011),22661,
POINT (12.8788000163102 50.2374999980688),22662,
POINT (14.0721999922585 50.2368000003731),22663,
POINT (14.0841999926484 50.2499000170881),22664,
POINT (14.5475000025377 50.2381999927515),22665,Jirice
POINT (14.5300000156265 50.2513999950592),22666,Lobkovice
POINT (14.5187999881541 50.2614999988487),22667,
POINT (12.8797999930722 50.2380999911072),22668,
POINT (12.8770000022894 50.2408000121383),22669,
POINT (14.3091999999596 50.2396999958133),22670,
POINT (12.8764000092511 50.2398000004706),22671,
POINT (12.8764000092511 50.2408000121383),22672,
POINT (16.0634999894798 50.2393000120896),22673,
POINT (16.0633999865451 50.243400017722),22674,Ocelice
POINT (14.0862999857356 50.2826000041884),22675,
POINT (14.0840999879911 50.2836999856078),22676,
POINT (16.0722000107059 50.2537999892903),22677,
POINT (14.3080000138829 50.240700007481),22678,
POINT (14.3018000043733 50.2491999844867),22679,
POINT (12.8766999883174 50.241199995862),22680,
POINT (12.887299993316 50.2466000030186),22681,
POINT (13.5556000173588 50.2417999889004),22682,Zelec
POINT (13.524500000059 50.2597999894853),22683,
POINT (17.145599982755 50.2432999889491),22684,
POINT (17.145499997607 50.2448000197904),22685,Lipova Lazne-Jeskyne
POINT (17.0965000107609 50.2843000032534),22686,Vapenna
POINT (17.1043999808281 50.3080999875238),22687,Zulova
POINT (17.1095000116698 50.3233999843036),22688,Tomikovice
POINT (17.1250999962428 50.3382000026723),22689,Kobyla
POINT (17.1267000100653 50.3622999915391),22690,Velka Kras
POINT (17.126600005408 50.3648999975545),22691,
POINT (14.331300016967 50.2462999890466),22692,
POINT (14.3244000097617 50.261100015125),22693,
POINT (14.3328999867675 50.2623000012017),22694,
POINT (14.3373000179707 50.2400000085721),22695,Chvateruby
POINT (12.7137000062913 50.2467000076759),22696,
POINT (12.7171999947698 50.2550000102727),22697,
POINT (12.7129000039383 50.247500010029),22698,
POINT (12.687999996148 50.2534000055666),22699,
POINT (12.8873999979733 50.2477999890953),22700,
POINT (12.8868000044234 50.254599994508),22701,Dalovice
POINT (12.8863000165539 50.2590999917896),22702,
POINT (17.535200011704 50.2493999938014),22703,
POINT (17.5333999976832 50.2508999938502),22704,
POINT (14.36389999941 50.2557000079684),22705,
POINT (14.0854000136308 50.2506999845355),22706,
POINT (14.0674999865123 50.2595000103236),22707,Kralovice u Zlonic
POINT (14.0871999927459 50.2814999878633),22708,
POINT (15.2186999829722 50.2527000078709),22709,
POINT (15.2156999914689 50.2558000025997),22710,Dymokury
POINT (15.1915000075161 50.268899994532),22711,Svidnice
POINT (15.7590999842427 50.2528000125282),22712,
POINT (15.7264999868259 50.2611999932995),22713,Dlouhe Dvory
POINT (15.6963000062652 50.2829999851798),22714,Dohalice
POINT (15.6937000049665 50.2954000033059),22715,Sadova
POINT (15.7211999855078 50.3111999934713),22716,Hnevceves
POINT (15.7220000016535 50.3122999911912),22717,
POINT (14.3014999904013 50.2529999869373),22718,
POINT (14.3021999842537 50.2624999882251),22719,Nelahozeves zastavka
POINT (14.3030999951073 50.2657999896802),22720,
POINT (17.5335000023406 50.2536000148813),22721,
POINT (12.7191000134479 50.2553999939964),22722,
POINT (12.7377000070712 50.2588000127232),22723,
POINT (16.0730999828106 50.2554999986537),22724,
POINT (16.0864000088403 50.2784999827085),22725,Opocno pod Orlice horami
POINT (15.8176999908009 50.2564000056641),22726,
POINT (15.8245999974012 50.271999991324),22727,Lochenice
POINT (15.838099998445 50.2910000114425),22728,
POINT (17.3661999945773 50.2566000149788),22729,
POINT (17.3578999950306 50.2634000175268),22730,Ondrejovice
POINT (17.3546999825684 50.2634999872785),22731,
POINT (17.3692999993321 50.2567999893878),22732,
POINT (17.3848999902146 50.2597999902627),22733,Zlate Hory
POINT (12.7632000078998 50.2649999873272),22734,
POINT (12.7410999908924 50.2698000014454),22735,
POINT (12.8910999966176 50.2677000049539),22736,Sadov
POINT (12.8805000098078 50.2756999862731),22737,Sadov-Podlesi
POINT (12.877099987371 50.2925000017031),22738,Velky Rybnik
POINT (12.8674000008607 50.3078000088598),22739,Hroznetin
POINT (12.8613999986474 50.3123000091755),22740,Hroznetin zastavka
POINT (12.8651000056257 50.3266999930536),22741,Merklin
POINT (12.8897000003751 50.2621999965444),22742,
POINT (12.9999000016289 50.260499987181),22743,
POINT (13.0130999880955 50.2950999929594),22744,
POINT (13.5239000070206 50.2605999918383),22745,
POINT (13.5328000026557 50.2664999873759),22746,Mecholupy
POINT (13.5363999957915 50.2677000083583),22747,
POINT (14.5217999882515 50.261900017478),22748,
POINT (14.518600013745 50.262400005859),22749,
POINT (14.3086000069213 50.2831999972268),22750,Nelahozeves
POINT (14.5571999994524 50.2676000052356),22751,Tisice
POINT (14.5714999991747 50.274400006249),22752,
POINT (14.5171999852466 50.2626000149168),22753,Neratovice
POINT (14.5151999950182 50.2629999988974),22754,
POINT (14.5116000018823 50.2638000012505),22755,
POINT (14.5126999833018 50.2635999919358),22756,
POINT (12.8910999957665 50.2631000035548),22757,
POINT (12.894899998217 50.2673999943863),22758,
POINT (17.3519999964429 50.2634999872785),22759,
POINT (17.3445000019103 50.2727999946897),22760,Ondrejovice zastavka
POINT (14.5245000092827 50.274099992277),22761,
POINT (14.455199982173 50.2665999889403),22762,Chlumin
POINT (14.3752999911732 50.2564000080023),22763,Uzice
POINT (14.3712999949964 50.2569999987025),22764,
POINT (14.4218999845815 50.2596999815985),22765,Netreba
POINT (13.4274000155691 50.2895000129113),22766,Knezice
POINT (13.4261999839513 50.3076000131069),22767,Cejkovice
POINT (13.4656000236743 50.3296000005484),22768,Zabokliky
POINT (13.4702999889896 50.3330999825589),22769,
POINT (13.3914000086369 50.2598999921429),22770,Vysoke Trebusice
POINT (13.368399982947 50.2554999967102),22771,Krasny Dvur
POINT (13.3508999977532 50.2677000131838),22772,Chotebudice
POINT (13.3390999852773 50.2833999923281),22773,Vitcice
POINT (13.3280999983312 50.3062999909962),22774,
POINT (13.727000006639 50.2668000013479),22775,
POINT (13.727000006639 50.2678999911141),22776,Konetopy
POINT (13.7256000112476 50.2849000065902),22777,Hrivice
POINT (14.3035000137367 50.2673999943863),22778,
POINT (14.3078000045682 50.281200008797),22779,
POINT (13.5369999888299 50.2679999874247),22780,
POINT (13.5546000056911 50.2781000040422),22781,
POINT (12.8961999889511 50.2685000107113),22782,
POINT (12.9373999879628 50.2796000031118),22783,Hajek
POINT (12.9368999995817 50.281699997178),22784,
POINT (12.5490999846535 50.2687999897777),22785,
POINT (12.5363000168162 50.2858000136005),22786,
POINT (12.7803000026689 50.2735000159624),22787,Nova Role
POINT (12.7559000005709 50.2909000259173),22788,Nova Role zastavka
POINT (12.7502999926642 50.3103000027614),22789,Sucha
POINT (12.7265000027031 50.3188000165997),22790,Nejdek
POINT (12.7206000134967 50.320599993788),22791,
POINT (14.5754000062825 50.2718999945325),22792,
POINT (14.5725000108424 50.2739999876196),22793,
POINT (15.1861000036361 50.2833999933364),22794,Ledecky
POINT (15.1804999814984 50.2999000036644),22795,Rozdalovice
POINT (14.3095000139316 50.2851999856565),22796,
POINT (13.2168999854097 50.2835000111988),22797,
POINT (13.2260999838942 50.2836999852244),22798,Kadansky Rohozec
POINT (13.2390000101145 50.2900000016992),22799,Zdov
POINT (15.2215000011903 50.3180000061678),22800,Mlynec
POINT (15.2359000161097 50.3301000173671),22801,
POINT (14.5723000015277 50.2747999899727),22802,
POINT (14.5845000018006 50.2815999867462),22803,Vsetaty
POINT (14.5868000136341 50.2835000111988),22804,
POINT (14.5718000131467 50.2749999992873),22805,
POINT (16.086300004183 50.2803000017866),22806,
POINT (16.1213000051913 50.2842000136016),22807,Dobruska-Pulice
POINT (16.1522000001918 50.2896000179326),22808,Dobruska
POINT (13.5548999847575 50.2785999924232),22809,
POINT (13.5588000002666 50.2846000046202),22810,Holedecek
POINT (13.5725000005152 50.2965999920623),22811,Veletice
POINT (13.5930999872597 50.306100017783),22812,Dobricany
POINT (13.598700000143 50.315700009918),22813,
POINT (16.0531999984533 50.2852999903139),22814,
POINT (16.0805999777826 50.3125999937411),22815,Bohuslavice nad Metuji zastavka
POINT (16.0813999854074 50.3144999889357),22816,
POINT (12.9360999972287 50.2822999902164),22817,
POINT (12.9395999857072 50.2988999954099),22818,
POINT (13.2774999940372 50.2979999863248),22819,Radonice u Kadane
POINT (13.3108999924706 50.303899979922),22820,Vilemov u Kadane mesto
POINT (14.5886999974065 50.2868999950199),22821,
POINT (14.0779999842727 50.2845999924922),22822,Zlonice
POINT (14.0310999979041 50.2906999974705),22823,
POINT (14.0906999945614 50.2826000074234),22824,Zlonice zastavka
POINT (14.1247000086282 50.2853999969263),22825,Tman
POINT (14.1603999960139 50.305200000321),22826,Kmetineves
POINT (14.1895000100323 50.3040999932518),22827,
POINT (12.5393000169136 50.2853999949712),22828,
POINT (12.5803000066107 50.2995999931056),22829,
POINT (12.5378000168649 50.2854999996285),22830,
POINT (12.5356999951809 50.2869999870605),22831,Rotava
POINT (12.5189000077743 50.3115999979812),22832,Kraslice predmesti
POINT (12.5115000136833 50.3245000008958),22833,
POINT (14.5324999979074 50.3293999847657),22834,
POINT (14.6063999992929 50.3056999979579),22835,Bysice
POINT (14.3169000026961 50.3034999842956),22836,Nove Ouholice
POINT (14.3180999955947 50.3055999933005),22837,
POINT (14.6677000116088 50.3143999842783),22838,
POINT (14.3103000162847 50.2869999996773),22839,
POINT (14.3113999977041 50.2897999904601),22840,
POINT (13.7272999857054 50.287399983401),22841,
POINT (13.7339999809101 50.3121000149444),22842,Opocno u Loun
POINT (13.7509999992591 50.3262999855427),22843,Jimlin
POINT (13.7690000035332 50.3439999964202),22844,Louny predmesti
POINT (13.7698000103568 50.3450999829488),22845,
POINT (14.8200999886364 50.288499999726),22846,
POINT (14.8309000029496 50.2894000067364),22847,
POINT (14.8199000142273 50.2890999927644),22848,
POINT (14.7859000157465 50.315199989008),22849,Zdetin u Chotetova
POINT (14.0293999885407 50.2908000021278),22850,
POINT (14.0277999950585 50.2903999863045),22851,Palecek
POINT (13.9975000037935 50.2948999836447),22852,
POINT (14.3118000163334 50.2910000114425),22853,
POINT (14.315799993193 50.300800014088),22854,
POINT (15.8453000143109 50.2934999960415),22855,Smirice zastavka
POINT (15.8578000070972 50.2996999963906),22856,Smirice
POINT (15.8632999853016 50.3052000095768),22857,
POINT (14.0035000039884 50.2918000137955),22858,
POINT (13.9977000131081 50.2941000161973),22859,
POINT (14.0037999830548 50.2923000021765),22860,
POINT (13.9969000121667 50.2978000059909),22861,Klobuky v Chechach
POINT (14.0002000069727 50.3094999994052),22862,Vrbicany
POINT (13.9734999877121 50.3114999917529),22863,Telce
POINT (13.9588999964788 50.3353000037014),22864,Peruc
POINT (13.9062000129471 50.3270000069869),22865,Vrbno nad Lesy
POINT (13.8450999918602 50.3306000057481),22866,
POINT (13.0155000090075 50.3070000016212),22867,Vojkovice nad Ohri
POINT (13.0583000149248 50.3403000054261),22868,Straz nad Ohri
POINT (13.0812999949081 50.359200012716),22869,Boc
POINT (13.1134000016728 50.3674000163648),22870,Perstejn
POINT (13.1562999849985 50.3668999858582),22871,Kotvina
POINT (13.1743999956639 50.3789999910315),22872,
POINT (12.9650000167841 50.3030000118324),22873,
POINT (12.941899988109 50.2988999954099),22874,
POINT (12.9520000047265 50.3000000117349),22875,
POINT (12.9531999908032 50.3001000163922),22876,
POINT (12.9573999916674 50.3010999881006),22877,Ostrov nad Ohri
POINT (12.9514000116881 50.3007000094306),22878,
POINT (12.9472999952656 50.3196999867776),22879,
POINT (12.9530999861459 50.3008999838396),22880,
POINT (14.3163000164796 50.302100004822),22881,
POINT (14.190200007728 50.3045000118811),22882,
POINT (14.2044000183149 50.3114999920517),22883,Cernuc
POINT (14.2194000037892 50.3306999976026),22884,Loucka
POINT (14.2234999843337 50.3531999899368),22885,Briza
POINT (14.2364999999243 50.3600000136846),22886,
POINT (13.332299989523 50.3078999977407),22887,Vilemov u Kadane
POINT (13.3496999829932 50.3362999932652),22888,Polaky
POINT (13.3075999922172 50.3589999977334),22889,Hradec u Kadane
POINT (13.2879000109872 50.3611999997613),22890,
POINT (15.866299985399 50.3069999886919),22891,
POINT (15.8694999957597 50.3156000095289),22892,Cernozice
POINT (15.8892999965479 50.3359000055979),22893,Semonice
POINT (15.9017999981878 50.3391000176595),22894,
POINT (14.3203999979965 50.3082000096743),22895,
POINT (14.3227000003983 50.3096000050657),22896,
POINT (14.3245999841707 50.3103000027614),22897,
POINT (14.3453000057868 50.3179000076625),22898,
POINT (15.7336999880714 50.3130999935442),22899,
POINT (15.7164000051917 50.3256000134689),22900,Cerekvice nad Bystrici
POINT (15.7036999847328 50.3272999930512),22901,Trebovetice
POINT (15.6769999843823 50.3415000135264),22902,Jerice
POINT (15.635399993586 50.3556999898502),22903,Horice v Podkronosi
POINT (15.6285000102505 50.355099994909),22904,
POINT (13.551700010251 50.3377999920198),22905,
POINT (13.5450000123603 50.3389000083449),22906,
POINT (15.7357000114069 50.3133000028589),22907,
POINT (15.7538000057745 50.3127000105454),22908,Horineves
POINT (15.8162000091328 50.296099995037),22909,Sendrazice
POINT (15.7984000096322 50.3074000018558),22910,Racice nad Trotinou
POINT (14.6681999999898 50.314900007565),22911,
POINT (14.7012999969611 50.3230000019895),22912,Kropacova Vrutice
POINT (14.7840999874666 50.3138999958973),22913,
POINT (14.8103999969142 50.3392999983345),22914,Chotetov
POINT (14.8115000069733 50.3404000083936),22915,
POINT (16.0819000086941 50.315700009918),22916,
POINT (16.0959999978593 50.3283000009509),22917,Bohuslavice nad Metuji
POINT (16.1058000204342 50.3346000116125),22918,Cerncice
POINT (16.1162000005004 50.3420000130997),22919,
POINT (13.5981000071046 50.3171000053094),22920,
POINT (13.5971999991011 50.3189999916357),22921,Trnovany
POINT (13.559300015152 50.3356999989327),22922,
POINT (14.3464999918635 50.3186000053582),22923,
POINT (14.3476000124334 50.319300005835),22924,Mlcechvosty
POINT (14.3714999954958 50.3349999953601),22925,Vranany
POINT (14.4043000033743 50.3212999869177),22926,Luzec nad Vitavou
POINT (14.4075000054808 50.3193000030539),22927,
POINT (14.8646000017176 50.3204999891306),22928,
POINT (13.2762000007546 50.3764999934252),22929,Kadan predmesti
POINT (13.2760000152546 50.3780000142695),22930,
POINT (12.7201999948673 50.3216000054557),22931,
POINT (12.7215000018465 50.3285000010568),22932,Nejdek zastavka
POINT (12.7134999969766 50.3391000176595),22933,
POINT (12.5098000043198 50.3257999916299),22934,
POINT (12.5022999838269 50.330200003318),22935,Kraslice
POINT (12.500200010989 50.3326999988352),22936,
POINT (13.8414999987244 50.3300000127097),22937,
POINT (13.8360999914131 50.3350000011486),22938,Citoliby
POINT (14.5313000118307 50.3301000173671),22939,
POINT (14.5300000080999 50.3308999713328),22940,Maly Ujezd
POINT (14.5141000135988 50.3405000130509),22941,
POINT (15.2395000092455 50.3311999987865),22942,
POINT (15.2372000068437 50.3324999895205),22943,
POINT (13.8435999918115 50.3303999964334),22944,
POINT (13.8441999848499 50.3305000010908),22945,
POINT (15.2613000057296 50.3338999828647),22946,Kopidlno
POINT (15.2958999965694 50.3448000146141),22947,Pseves
POINT (15.3122000171426 50.354899987953),22948,Bartousov zastavka
POINT (15.3249000061424 50.3606000189622),22949,Bartousov
POINT (15.337399999967 50.3743000203055),22950,Jicineves
POINT (15.360300006532 50.3871000156942),22951,Nemyceves
POINT (15.352999993712 50.4054999981296),22952,Stare Misto u Jicina
POINT (15.3574999898094 50.4179999922988),22953,
POINT (13.5483999961815 50.341499989813),22954,
POINT (13.5446999983883 50.3389000083449),22955,
POINT (15.2162000013977 50.3563999927885),22956,Liban
POINT (15.1770999884897 50.3730999935362),22957,Detenice
POINT (15.1344000095346 50.3680000035631),22958,Rokytnany
POINT (15.1062000155852 50.3840000096936),22959,Rabakov
POINT (15.1637000028648 50.3700999874437),22960,Osenice
POINT (15.1047000096136 50.3965000016679),22961,Domousnice
POINT (15.1101999929167 50.4078999904039),22962,Ritonice
POINT (15.1347000151483 50.4407000023446),22963,
POINT (13.4722000076677 50.3330999825589),22964,
POINT (13.5080000166818 50.330500004904),22965,Libocany
POINT (13.5300000118729 50.3370999943241),22966,
POINT (13.5551999977809 50.3366000062683),22967,Zatec
POINT (13.5977999782644 50.3406999943226),22968,Tvrsice
POINT (13.599000014115 50.3401999990789),22969,
POINT (13.8379000055885 50.3360999826564),22970,
POINT (13.8456999843625 50.343999999504),22971,Chlumcany
POINT (13.5310999932923 50.3375000129534),22972,
POINT (13.5358000145948 50.338100006869),22973,Zatec zapad
POINT (13.5423999959865 50.3389000083449),22974,
POINT (15.9029000145128 50.3393999967259),22975,
POINT (15.912099999486 50.3413999885797),22976,Jaromer
POINT (15.9188999917623 50.3450000131972),22977,
POINT (13.6000999955344 50.3397000106979),22978,
POINT (13.6280000083859 50.340099994067),22979,Dolejsi Hurky
POINT (13.6486000103489 50.3459999982507),22980,Lisany
POINT (13.6918000208546 50.360199992895),22981,Postoloprty
POINT (13.6971000103215 50.3628000044674),22982,
POINT (14.8642999877456 50.3700999953964),22983,
POINT (12.7131000132529 50.3406000177083),22984,
POINT (12.7117000088664 50.3417999825857),22985,Vysoka pec
POINT (12.7154999854064 50.3577000112828),22986,
